timestamp,timestamp_unix,aqi,station_name,station_url,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,pressure,humidity,wind_speed,dew_point,data_quality,pm25_imputed,pm10_imputed,o3_imputed,no2_imputed,so2_imputed,co_imputed,temperature_imputed,humidity_imputed,pressure_imputed,wind_speed_imputed,dew_point_imputed,total_imputed_features,datetime,hour,day_of_week,day,month,year,is_weekend,time_of_day,time_of_day_numeric,aqi_category_numeric,temp_humidity_interaction,wind_pm25_interaction,pressure_temp_ratio,discomfort_index
2025-10-16 03:21:13,1760566873,131,"University of Karachi, Institute of Space Science and Technology ",https://aqicn.org/station/@401143,24.93577847263151,67.11410914414662,131,51,0,0,0,0,25.0,1013.25,60.0,2.0,15.0,valid,0,0,1,1,1,1,1,1,1,1,1,9,2025-10-16 03:21:13,3,3,16,10,2025,0,Night,0,3,1500.0,262.0,3.3984571524400473,22.689999999999998
